year,conflictid,actor,actorid,actor_type,type,incomp,region,location,gwnoloc,gwnoloc2,conflictyear,interm,postc,state_prev,ai_prev,hrw_prev,form
2008,259,Albania,45,2,4,2,2,Iraq,645,0,1,0,0,0,0,0,-99
2008,259,Ansar al-Islam,233,3,4,2,2,Iraq,645,0,0,0,1,0,0,0,-99
2008,259,Armenia,62,2,4,2,2,Iraq,645,0,1,0,0,0,0,0,-99
2008,259,Australia,156,2,4,2,2,Iraq,645,0,1,0,0,0,0,0,-99
2008,259,Awakening groups/Sahwa,8013,6,4,2,2,Iraq,645,0,1,0,0,0,0,0,-99
2008,259,Azerbaijan,64,2,4,2,2,Iraq,645,0,1,0,0,0,0,0,-99
2008,259,Badr Brigade,8014,6,4,2,2,Iraq,645,0,1,0,0,0,0,0,-99
2008,259,Bosnia-Herzegovina,50,2,4,2,2,Iraq,645,0,1,0,0,0,0,0,-99
2008,259,Bulgaria,54,2,4,2,2,Iraq,645,0,1,0,0,0,0,0,-99
2008,259,Czech Republic,42,2,4,2,2,Iraq,645,0,1,0,0,0,0,0,-99
2008,259,Denmark,68,2,4,2,2,Iraq,645,0,0,0,1,0,0,0,-99
2008,259,Dominican Rep,7,2,4,2,2,Iraq,645,0,0,0,1,0,0,0,-99
2008,259,El Salvador,13,2,4,2,2,Iraq,645,0,1,0,0,0,0,0,-99
2008,259,Estonia,58,2,4,2,2,Iraq,645,0,1,0,0,0,0,0,-99
2008,259,Fedayeen Saddam,8039,6,4,2,2,Iraq,645,0,1,0,0,0,0,0,-99
2008,259,Georgia,63,2,4,2,2,Iraq,645,0,1,0,0,0,0,0,-99
2008,259,Honduras,12,2,4,2,2,Iraq,645,0,0,0,1,0,0,0,-99
2008,259,ISI,234,3,4,2,2,Iraq,645,0,1,0,0,0,0,0,-99
2008,259,Iraq,116,1,3,2,2,Iraq,645,0,1,0,0,2,0,0,7
2008,259,Italy,44,2,4,2,2,Iraq,645,0,0,0,1,0,0,0,-99
2008,259,Kazakhstan,134,2,4,2,2,Iraq,645,0,1,0,0,0,0,0,-99
2008,259,Latvia,59,2,4,2,2,Iraq,645,0,1,0,0,0,0,0,-99
2008,259,Lithuania,60,2,4,2,2,Iraq,645,0,1,0,0,0,0,0,-99
2008,259,Macedonia,47,2,4,2,2,Iraq,645,0,1,0,0,0,0,0,-99
2008,259,Moldova,55,2,4,2,2,Iraq,645,0,1,0,0,0,0,0,-99
2008,259,Mongolia,136,2,4,2,2,Iraq,645,0,1,0,0,0,0,0,-99
2008,259,Netherlands,30,2,4,2,2,Iraq,645,0,0,0,1,0,0,0,-99
2008,259,Nicaragua,14,2,4,2,2,Iraq,645,0,0,0,1,0,0,0,-99
2008,259,Norway,67,2,4,2,2,Iraq,645,0,0,0,1,0,0,0,-99
2008,259,Philippines,154,2,4,2,2,Iraq,645,0,0,0,1,0,0,0,-99
2008,259,Poland,38,2,4,2,2,Iraq,645,0,1,0,0,0,0,0,-99
2008,259,Popular Army/Jerusalem Army,8079,6,4,2,2,Iraq,645,0,1,0,0,0,0,0,-99
2008,259,Portugal,36,2,4,2,2,Iraq,645,0,0,0,1,0,0,0,-99
2008,259,RJF,235,3,4,2,2,Iraq,645,0,0,0,1,0,0,0,-99
2008,259,Rumania,56,2,4,2,2,Iraq,645,0,1,0,0,0,0,0,-99
2008,259,Saddam's Lion Cubs,8089,6,4,2,2,Iraq,645,0,1,0,0,0,0,0,-99
2008,259,Slovakia,43,2,4,2,2,Iraq,645,0,0,0,1,0,0,0,-99
2008,259,South Korea,139,2,4,2,2,Iraq,645,0,1,0,0,0,0,0,-99
2008,259,Spain,35,2,4,2,2,Iraq,645,0,0,0,1,0,0,0,-99
2008,259,Tonga,159,2,4,2,2,Iraq,645,0,1,0,0,0,0,0,-99
2008,259,Ukraine,61,2,4,2,2,Iraq,645,0,1,0,0,0,0,0,-99
2008,259,United Kingdom,28,2,4,2,2,Iraq,645,0,1,0,0,0,0,0,-99
2008,259,United States of America,3,2,4,2,2,Iraq,645,0,1,0,0,0,0,0,-99
2009,259,Al-Mahdi Army,5659,3,4,2,2,Iraq,645,0,0,0,1,0,0,1,"1, 6, 7"
2009,259,Albania,45,2,4,2,2,Iraq,645,0,0,0,1,0,0,0,-99
2009,259,Ansar al-Islam,233,3,4,2,2,Iraq,645,0,0,0,1,0,0,0,-99
2009,259,Armenia,62,2,4,2,2,Iraq,645,0,0,0,1,0,0,0,-99
2009,259,Australia,156,2,4,2,2,Iraq,645,0,1,0,0,0,0,0,-99
2009,259,Awakening groups/Sahwa,8013,6,4,2,2,Iraq,645,0,1,0,0,0,0,0,-99
2009,259,Azerbaijan,64,2,4,2,2,Iraq,645,0,0,0,1,0,0,0,-99
2009,259,Badr Brigade,8014,6,4,2,2,Iraq,645,0,1,0,0,0,0,0,-99
2009,259,Bosnia-Herzegovina,50,2,4,2,2,Iraq,645,0,0,0,1,0,0,0,-99
2009,259,Bulgaria,54,2,4,2,2,Iraq,645,0,0,0,1,0,0,0,-99
2009,259,Czech Republic,42,2,4,2,2,Iraq,645,0,0,0,1,0,0,0,-99
2009,259,Denmark,68,2,4,2,2,Iraq,645,0,0,0,1,0,0,0,-99
2009,259,Dominican Rep,7,2,4,2,2,Iraq,645,0,0,0,1,0,0,0,-99
2009,259,El Salvador,13,2,4,2,2,Iraq,645,0,1,0,0,0,0,0,-99
2009,259,Estonia,58,2,4,2,2,Iraq,645,0,1,0,0,0,0,0,-99
2009,259,Georgia,63,2,4,2,2,Iraq,645,0,0,0,1,0,0,0,-99
2009,259,Honduras,12,2,4,2,2,Iraq,645,0,0,0,1,0,0,0,-99
2009,259,ISI,234,3,4,2,2,Iraq,645,0,1,0,0,0,0,0,-99
2009,259,Iraq,116,1,3,2,2,Iraq,645,0,1,0,0,0,0,1,"1, 7"
2009,259,Italy,44,2,4,2,2,Iraq,645,0,0,0,1,0,0,0,-99
2009,259,Kazakhstan,134,2,4,2,2,Iraq,645,0,0,0,1,0,0,0,-99
2009,259,Latvia,59,2,4,2,2,Iraq,645,0,0,0,1,0,0,0,-99
2009,259,Lithuania,60,2,4,2,2,Iraq,645,0,0,0,1,0,0,0,-99
2009,259,Macedonia,47,2,4,2,2,Iraq,645,0,0,0,1,0,0,0,-99
2009,259,Moldova,55,2,4,2,2,Iraq,645,0,0,0,1,0,0,0,-99
2009,259,Mongolia,136,2,4,2,2,Iraq,645,0,0,0,1,0,0,0,-99
2009,259,Netherlands,30,2,4,2,2,Iraq,645,0,0,0,1,0,0,0,-99
2009,259,Nicaragua,14,2,4,2,2,Iraq,645,0,0,0,1,0,0,0,-99
2009,259,Norway,67,2,4,2,2,Iraq,645,0,0,0,1,0,0,0,-99
2009,259,Philippines,154,2,4,2,2,Iraq,645,0,0,0,1,0,0,0,-99
2009,259,Poland,38,2,4,2,2,Iraq,645,0,0,0,1,0,0,0,-99
2009,259,Portugal,36,2,4,2,2,Iraq,645,0,0,0,1,0,0,0,-99
2009,259,RJF,235,3,4,2,2,Iraq,645,0,0,0,1,0,0,0,-99
2009,259,Rumania,56,2,4,2,2,Iraq,645,0,1,0,0,0,0,0,-99
2009,259,Slovakia,43,2,4,2,2,Iraq,645,0,0,0,1,0,0,0,-99
2009,259,South Korea,139,2,4,2,2,Iraq,645,0,0,0,1,0,0,0,-99
2009,259,Spain,35,2,4,2,2,Iraq,645,0,0,0,1,0,0,0,-99
2009,259,Tonga,159,2,4,2,2,Iraq,645,0,0,0,1,0,0,0,-99
2009,259,Ukraine,61,2,4,2,2,Iraq,645,0,0,0,1,0,0,0,-99
2009,259,United Kingdom,28,2,4,2,2,Iraq,645,0,1,0,0,0,0,0,-99
2009,259,United States of America,3,2,4,2,2,Iraq,645,0,1,0,0,0,0,0,-99
2010,259,Al-Mahdi Army,5659,3,4,2,2,Iraq,645,0,0,0,1,0,0,0,-99
2010,259,Albania,45,2,4,2,2,Iraq,645,0,0,0,1,0,0,0,-99
2010,259,Ansar al-Islam,233,3,4,2,2,Iraq,645,0,0,1,0,0,0,0,-99
2010,259,Armenia,62,2,4,2,2,Iraq,645,0,0,0,1,0,0,0,-99
2010,259,Australia,156,2,4,2,2,Iraq,645,0,0,1,0,0,0,0,-99
2010,259,Azerbaijan,64,2,4,2,2,Iraq,645,0,0,0,1,0,0,0,-99
2010,259,Bosnia-Herzegovina,50,2,4,2,2,Iraq,645,0,0,0,1,0,0,0,-99
2010,259,Bulgaria,54,2,4,2,2,Iraq,645,0,0,0,1,0,0,0,-99
2010,259,Czech Republic,42,2,4,2,2,Iraq,645,0,0,0,1,0,0,0,-99
2010,259,Denmark,68,2,4,2,2,Iraq,645,0,0,0,1,0,0,0,-99
2010,259,El Salvador,13,2,4,2,2,Iraq,645,0,0,0,1,0,0,0,-99
2010,259,Estonia,58,2,4,2,2,Iraq,645,0,0,0,1,0,0,0,-99
2010,259,Georgia,63,2,4,2,2,Iraq,645,0,0,0,1,0,0,0,-99
2010,259,IS,234,3,4,2,2,Iraq,645,0,1,0,0,0,0,0,-99
2010,259,Iraq,116,1,4,2,2,Iraq,645,0,1,0,0,2,1,2,"1, 7"
2010,259,Italy,44,2,4,2,2,Iraq,645,0,0,0,1,0,0,0,-99
2010,259,Kazakhstan,134,2,4,2,2,Iraq,645,0,0,0,1,0,0,0,-99
2010,259,Latvia,59,2,4,2,2,Iraq,645,0,0,0,1,0,0,0,-99
2010,259,Lithuania,60,2,4,2,2,Iraq,645,0,0,0,1,0,0,0,-99
2010,259,"Macedonia, FYR",47,2,4,2,2,Iraq,645,0,0,0,1,0,0,0,-99
2010,259,Moldova,55,2,4,2,2,Iraq,645,0,0,0,1,0,0,0,-99
2010,259,Mongolia,136,2,4,2,2,Iraq,645,0,0,0,1,0,0,0,-99
2010,259,Netherlands,30,2,4,2,2,Iraq,645,0,0,0,1,0,0,0,-99
2010,259,Norway,67,2,4,2,2,Iraq,645,0,0,0,1,0,0,0,-99
2010,259,Poland,38,2,4,2,2,Iraq,645,0,0,0,1,0,0,0,-99
2010,259,Portugal,36,2,4,2,2,Iraq,645,0,0,0,1,0,0,0,-99
2010,259,RJF,235,3,4,2,2,Iraq,645,0,0,0,1,0,0,0,-99
2010,259,Rumania,56,2,4,2,2,Iraq,645,0,0,0,1,0,0,0,-99
2010,259,Slovakia,43,2,4,2,2,Iraq,645,0,0,0,1,0,0,0,-99
2010,259,South Korea,139,2,4,2,2,Iraq,645,0,0,0,1,0,0,0,-99
2010,259,Tonga,159,2,4,2,2,Iraq,645,0,0,0,1,0,0,0,-99
2010,259,Ukraine,61,2,4,2,2,Iraq,645,0,0,0,1,0,0,0,-99
2010,259,United Kingdom,28,2,4,2,2,Iraq,645,0,0,1,0,0,0,0,-99
2010,259,United States of America,3,2,4,2,2,Iraq,645,0,1,0,0,0,0,0,-99
2011,259,Al-Mahdi Army,5659,3,4,2,2,Iraq,645,0,0,0,1,0,0,0,-99
2011,259,Albania,45,2,4,2,2,Iraq,645,0,0,0,1,0,0,0,-99
2011,259,Ansar al-Islam,233,3,4,2,2,Iraq,645,0,1,0,0,0,0,0,-99
2011,259,Armenia,62,2,4,2,2,Iraq,645,0,0,0,1,0,0,0,-99
2011,259,Australia,156,2,4,2,2,Iraq,645,0,0,1,0,0,0,0,-99
2011,259,Azerbaijan,64,2,4,2,2,Iraq,645,0,0,0,1,0,0,0,-99
2011,259,Bosnia-Herzegovina,50,2,4,2,2,Iraq,645,0,0,0,1,0,0,0,-99
2011,259,Bulgaria,54,2,4,2,2,Iraq,645,0,0,0,1,0,0,0,-99
2011,259,Czech Republic,42,2,4,2,2,Iraq,645,0,0,0,1,0,0,0,-99
2011,259,Denmark,68,2,4,2,2,Iraq,645,0,0,0,1,0,0,0,-99
2011,259,El Salvador,13,2,4,2,2,Iraq,645,0,0,0,1,0,0,0,-99
2011,259,Estonia,58,2,4,2,2,Iraq,645,0,0,0,1,0,0,0,-99
2011,259,Georgia,63,2,4,2,2,Iraq,645,0,0,0,1,0,0,0,-99
2011,259,IS,234,3,4,2,2,Iraq,645,0,1,0,0,0,0,0,-99
2011,259,Iraq,116,1,4,2,2,Iraq,645,0,1,0,0,2,2,1,"1, 7"
2011,259,Kazakhstan,134,2,4,2,2,Iraq,645,0,0,0,1,0,0,0,-99
2011,259,Latvia,59,2,4,2,2,Iraq,645,0,0,0,1,0,0,0,-99
2011,259,Lithuania,60,2,4,2,2,Iraq,645,0,0,0,1,0,0,0,-99
2011,259,"Macedonia, FYR",47,2,4,2,2,Iraq,645,0,0,0,1,0,0,0,-99
2011,259,Moldova,55,2,4,2,2,Iraq,645,0,0,0,1,0,0,0,-99
2011,259,Mongolia,136,2,4,2,2,Iraq,645,0,0,0,1,0,0,0,-99
2011,259,Poland,38,2,4,2,2,Iraq,645,0,0,0,1,0,0,0,-99
2011,259,RJF,235,3,4,2,2,Iraq,645,0,0,0,1,0,0,0,-99
2011,259,Rumania,56,2,4,2,2,Iraq,645,0,0,0,1,0,0,0,-99
2011,259,Slovakia,43,2,4,2,2,Iraq,645,0,0,0,1,0,0,0,-99
2011,259,South Korea,139,2,4,2,2,Iraq,645,0,0,0,1,0,0,0,-99
2011,259,Tonga,159,2,4,2,2,Iraq,645,0,0,0,1,0,0,0,-99
2011,259,Ukraine,61,2,4,2,2,Iraq,645,0,0,0,1,0,0,0,-99
2011,259,United Kingdom,28,2,4,2,2,Iraq,645,0,0,1,0,0,0,0,-99
2011,259,United States of America,3,2,4,2,2,Iraq,645,0,1,0,0,0,0,0,-99
2012,259,Al-Mahdi Army,5659,3,4,2,2,Iraq,645,0,0,0,1,0,0,0,-99
2012,259,Albania,45,2,4,2,2,Iraq,645,0,0,0,1,0,0,0,-99
2012,259,Ansar al-Islam,233,3,4,2,2,Iraq,645,0,0,0,1,0,0,0,-99
2012,259,Armenia,62,2,4,2,2,Iraq,645,0,0,0,1,0,0,0,-99
2012,259,Australia,156,2,4,2,2,Iraq,645,0,0,1,0,0,0,0,-99
2012,259,Azerbaijan,64,2,4,2,2,Iraq,645,0,0,0,1,0,0,0,-99
2012,259,Bosnia-Herzegovina,50,2,4,2,2,Iraq,645,0,0,0,1,0,0,0,-99
2012,259,Bulgaria,54,2,4,2,2,Iraq,645,0,0,0,1,0,0,0,-99
2012,259,Czech Republic,42,2,4,2,2,Iraq,645,0,0,0,1,0,0,0,-99
2012,259,Denmark,68,2,4,2,2,Iraq,645,0,0,0,1,0,0,0,-99
2012,259,El Salvador,13,2,4,2,2,Iraq,645,0,0,0,1,0,0,0,-99
2012,259,Estonia,58,2,4,2,2,Iraq,645,0,0,0,1,0,0,0,-99
2012,259,Georgia,63,2,4,2,2,Iraq,645,0,0,0,1,0,0,0,-99
2012,259,IS,234,3,3,2,2,Iraq,645,0,1,0,0,0,0,0,-99
2012,259,Iraq,116,1,3,2,2,Iraq,645,0,1,0,0,2,0,1,"1, 7"
2012,259,Kazakhstan,134,2,4,2,2,Iraq,645,0,0,0,1,0,0,0,-99
2012,259,Latvia,59,2,4,2,2,Iraq,645,0,0,0,1,0,0,0,-99
2012,259,Lithuania,60,2,4,2,2,Iraq,645,0,0,0,1,0,0,0,-99
2012,259,"Macedonia, FYR",47,2,4,2,2,Iraq,645,0,0,0,1,0,0,0,-99
2012,259,Moldova,55,2,4,2,2,Iraq,645,0,0,0,1,0,0,0,-99
2012,259,Mongolia,136,2,4,2,2,Iraq,645,0,0,0,1,0,0,0,-99
2012,259,Poland,38,2,4,2,2,Iraq,645,0,0,0,1,0,0,0,-99
2012,259,RJF,235,3,4,2,2,Iraq,645,0,0,0,1,0,0,0,-99
2012,259,Rumania,56,2,4,2,2,Iraq,645,0,0,0,1,0,0,0,-99
2012,259,Slovakia,43,2,4,2,2,Iraq,645,0,0,0,1,0,0,0,-99
2012,259,South Korea,139,2,4,2,2,Iraq,645,0,0,0,1,0,0,0,-99
2012,259,Tonga,159,2,4,2,2,Iraq,645,0,0,0,1,0,0,0,-99
2012,259,Ukraine,61,2,4,2,2,Iraq,645,0,0,0,1,0,0,0,-99
2012,259,United Kingdom,28,2,4,2,2,Iraq,645,0,0,1,0,0,0,0,-99
2012,259,United States of America,3,2,4,2,2,Iraq,645,0,0,1,0,0,0,0,-99
2013,259,Al-Mahdi Army,5659,3,4,2,2,Iraq,645,0,0,0,1,0,-99,0,-99
2013,259,Albania,45,2,4,2,2,Iraq,645,0,0,0,1,0,0,0,-99
2013,259,Ansar al-Islam,233,3,4,2,2,Iraq,645,0,0,0,1,0,0,0,-99
2013,259,Armenia,62,2,4,2,2,Iraq,645,0,0,0,1,0,0,0,-99
2013,259,Australia,156,2,4,2,2,Iraq,645,0,0,1,0,0,0,0,-99
2013,259,Azerbaijan,64,2,4,2,2,Iraq,645,0,0,0,1,0,0,0,-99
2013,259,Bosnia-Herzegovina,50,2,4,2,2,Iraq,645,0,0,0,1,0,0,0,-99
2013,259,Bulgaria,54,2,4,2,2,Iraq,645,0,0,0,1,0,0,0,-99
2013,259,Czech Republic,42,2,4,2,2,Iraq,645,0,0,0,1,0,0,0,-99
2013,259,El Salvador,13,2,4,2,2,Iraq,645,0,0,0,1,0,0,0,-99
2013,259,Estonia,58,2,4,2,2,Iraq,645,0,0,0,1,0,0,0,-99
2013,259,Georgia,63,2,4,2,2,Iraq,645,0,0,0,1,0,0,0,-99
2013,259,IS,234,3,3,2,2,Iraq,645,0,1,0,0,0,0,0,-99
2013,259,Iraq,116,1,3,2,2,Iraq,645,0,1,0,0,2,0,1,7
2013,259,Kazakhstan,134,2,4,2,2,Iraq,645,0,0,0,1,0,0,0,-99
2013,259,Latvia,59,2,4,2,2,Iraq,645,0,0,0,1,0,0,0,-99
2013,259,Lithuania,60,2,4,2,2,Iraq,645,0,0,0,1,0,0,0,-99
2013,259,"Macedonia, FYR",47,2,4,2,2,Iraq,645,0,0,0,1,0,0,0,-99
2013,259,Moldova,55,2,4,2,2,Iraq,645,0,0,0,1,0,0,0,-99
2013,259,Mongolia,136,2,4,2,2,Iraq,645,0,0,0,1,0,0,0,-99
2013,259,Poland,38,2,4,2,2,Iraq,645,0,0,0,1,0,0,0,-99
2013,259,Rumania,56,2,4,2,2,Iraq,645,0,0,0,1,0,0,0,-99
2013,259,South Korea,139,2,4,2,2,Iraq,645,0,0,0,1,0,0,0,-99
2013,259,Tonga,159,2,4,2,2,Iraq,645,0,0,0,1,0,0,0,-99
2013,259,Ukraine,61,2,4,2,2,Iraq,645,0,0,0,1,0,0,0,-99
2013,259,United Kingdom,28,2,4,2,2,Iraq,645,0,0,1,0,0,0,0,-99
2013,259,United States of America,3,2,4,2,2,Iraq,645,0,0,1,0,0,0,0,-99
2014,259,Ansar al-Islam,233,3,4,2,2,Iraq,645,0,0,0,1,0,0,0,-99
2014,259,Australia,156,2,4,2,2,Iraq,645,0,1,0,0,0,0,0,-99
2014,259,Bahrain,126,2,4,2,2,Iraq,645,0,1,0,0,0,0,0,-99
2014,259,Belgium,31,2,4,2,2,Iraq,645,0,1,0,0,0,0,0,-99
2014,259,Canada,4,2,4,2,2,Iraq,645,0,1,0,0,0,0,0,-99
2014,259,Denmark,68,2,4,2,2,Iraq,645,0,1,0,0,0,0,0,-99
2014,259,El Salvador,13,2,4,2,2,Iraq,645,0,0,0,1,0,0,0,-99
2014,259,Estonia,58,2,4,2,2,Iraq,645,0,0,0,1,0,0,0,-99
2014,259,France,33,2,4,2,2,Iraq,645,0,1,0,0,0,0,0,-99
2014,259,IS,234,3,4,2,2,Iraq,645,0,1,0,0,3,3,2,"1, 2 , 7"
2014,259,Iraq,116,1,4,2,2,Iraq,645,0,1,0,0,2,1,2,7
2014,259,Jordan,120,2,4,2,2,Iraq,645,0,1,0,0,0,0,0,-99
2014,259,Netherlands,30,2,4,2,2,Iraq,645,0,1,0,0,0,0,0,-99
2014,259,Rumania,56,2,4,2,2,Iraq,645,0,0,0,1,0,0,0,-99
2014,259,Saudi Arabia,122,2,4,2,2,Iraq,645,0,1,0,0,0,0,0,-99
2014,259,United Arab Emirates,128,2,4,2,2,Iraq,645,0,1,0,0,0,0,0,-99
2014,259,United Kingdom,28,2,4,2,2,Iraq,645,0,1,0,0,0,0,0,-99
2014,259,United States of America,3,2,4,2,2,Iraq,645,0,1,0,0,0,0,0,-99
2015,259,Ansar al-Islam,233,3,4,2,2,Iraq,645,0,0,0,1,0,0,0,-99
2015,259,Australia,156,2,4,2,2,Iraq,645,0,1,0,0,0,0,0,-99
2015,259,Bahrain,126,2,4,2,2,Iraq,645,0,1,0,0,0,0,0,-99
2015,259,Belgium,31,2,4,2,2,Iraq,645,0,1,0,0,0,0,0,-99
2015,259,Canada,4,2,4,2,2,Iraq,645,0,1,0,0,0,0,0,-99
2015,259,Denmark,68,2,4,2,2,Iraq,645,0,1,0,0,0,0,0,-99
2015,259,France,33,2,4,2,2,Iraq,645,0,1,0,0,0,0,0,-99
2015,259,IS,234,3,4,2,2,Iraq,645,0,1,0,0,3,1,3,"1, 2, 5, "
2015,259,Iraq,116,1,4,2,2,Iraq,645,0,1,0,0,3,0,0,"1, 7"
2015,259,Jordan,120,2,4,2,2,Iraq,645,0,1,0,0,0,0,0,-99
2015,259,Netherlands,30,2,4,2,2,Iraq,645,0,1,0,0,0,0,0,-99
2015,259,Saudi Arabia,122,2,4,2,2,Iraq,645,0,1,0,0,0,0,0,-99
2015,259,United Arab Emirates,128,2,4,2,2,Iraq,645,0,1,0,0,0,0,0,-99
2015,259,United Kingdom,28,2,4,2,2,Iraq,645,0,1,0,0,0,0,0,-99
2015,259,United States of America,3,2,4,2,2,Iraq,645,0,1,0,0,0,0,0,-99
2016,259,Australia,156,2,4,2,2,Iraq,645,0,1,0,0,0,0,0,-99
2016,259,Bahrain,126,2,4,2,2,Iraq,645,0,1,0,0,0,0,0,-99
2016,259,Belgium,31,2,4,2,2,Iraq,645,0,1,0,0,0,0,0,-99
2016,259,Canada,4,2,4,2,2,Iraq,645,0,1,0,0,0,0,0,-99
2016,259,Denmark,68,2,4,2,2,Iraq,645,0,1,0,0,0,0,0,-99
2016,259,France,33,2,4,2,2,Iraq,645,0,1,0,0,0,0,0,-99
2016,259,IS,234,3,4,2,2,Iraq,645,0,1,0,0,3,3,3,"1, 2, 5"
2016,259,Iraq,116,1,4,2,2,Iraq,645,0,1,0,0,2,0,0,1
2016,259,Jordan,120,2,4,2,2,Iraq,645,0,1,0,0,0,0,0,-99
2016,259,Netherlands,30,2,4,2,2,Iraq,645,0,1,0,0,0,0,0,-99
2016,259,Saudi Arabia,122,2,4,2,2,Iraq,645,0,1,0,0,0,0,0,-99
2016,259,United Arab Emirates,128,2,4,2,2,Iraq,645,0,1,0,0,0,0,0,-99
2016,259,United Kingdom,28,2,4,2,2,Iraq,645,0,1,0,0,0,0,0,-99
2016,259,United States of America,3,2,4,2,2,Iraq,645,0,1,0,0,0,0,0,-99
2017,259,Australia,156,2,4,2,2,Iraq,645,0,1,0,0,0,0,0,-99
2017,259,Bahrain,126,2,4,2,2,Iraq,645,0,0,0,1,0,0,0,-99
2017,259,Belgium,31,2,4,2,2,Iraq,645,0,1,0,0,0,0,0,-99
2017,259,Canada,4,2,4,2,2,Iraq,645,0,0,0,1,0,0,0,-99
2017,259,Denmark,68,2,4,2,2,Iraq,645,0,0,0,1,0,0,0,-99
2017,259,France,33,2,4,2,2,Iraq,645,0,1,0,0,0,0,0,-99
2017,259,IS,234,3,4,2,2,Iraq,645,0,1,0,0,3,3,0,"1, 2, 5"
2017,259,Iraq,116,1,4,2,2,Iraq,645,0,1,0,0,0,2,0,"1, 7"
2017,259,Jordan,120,2,4,2,2,Iraq,645,0,1,0,0,0,0,0,-99
2017,259,Netherlands,30,2,4,2,2,Iraq,645,0,0,1,0,0,0,0,-99
2017,259,Saudi Arabia,122,2,4,2,2,Iraq,645,0,1,0,0,0,0,0,-99
2017,259,United Arab Emirates,128,2,4,2,2,Iraq,645,0,0,0,1,0,0,0,-99
2017,259,United Kingdom,28,2,4,2,2,Iraq,645,0,1,0,0,0,0,0,-99
2017,259,United States of America,3,2,4,2,2,Iraq,645,0,1,0,0,0,0,0,-99
2018,259,Australia,156,2,4,2,2,Iraq,645,0,1,0,0,0,0,0,-99
2018,259,Bahrain,126,2,4,2,2,Iraq,645,0,0,0,1,0,0,0,-99
2018,259,Belgium,31,2,4,2,2,Iraq,645,0,1,0,0,0,0,0,-99
2018,259,Canada,4,2,4,2,2,Iraq,645,0,0,0,1,0,0,0,-99
2018,259,Denmark,68,2,4,2,2,Iraq,645,0,0,0,1,0,0,0,-99
2018,259,France,33,2,4,2,2,Iraq,645,0,1,0,0,0,0,0,-99
2018,259,IS,234,3,4,2,2,Iraq,645,0,1,0,0,3,0,3,"1, 2"
2018,259,Iraq,116,1,4,2,2,Iraq,645,0,1,0,0,1,1,0,1
2018,259,Jordan,120,2,4,2,2,Iraq,645,0,1,0,0,0,0,0,-99
2018,259,Netherlands,30,2,4,2,2,Iraq,645,0,1,0,0,0,0,0,-99
2018,259,Saudi Arabia,122,2,4,2,2,Iraq,645,0,1,0,0,0,0,0,-99
2018,259,United Arab Emirates,128,2,4,2,2,Iraq,645,0,0,0,1,0,0,0,-99
2018,259,United Kingdom,28,2,4,2,2,Iraq,645,0,1,0,0,0,0,0,-99
2018,259,United States of America,3,2,4,2,2,Iraq,645,0,1,0,0,0,0,0,-99
2019,259,Australia,156,2,4,2,2,Iraq,645,0,1,0,0,0,-99,0,-99
2019,259,Bahrain,126,2,4,2,2,Iraq,645,0,0,0,1,0,-99,0,-99
2019,259,Belgium,31,2,4,2,2,Iraq,645,0,0,0,1,0,-99,0,-99
2019,259,Canada,4,2,4,2,2,Iraq,645,0,0,0,1,0,-99,0,-99
2019,259,Denmark,68,2,4,2,2,Iraq,645,0,0,0,1,0,-99,0,-99
2019,259,France,33,2,4,2,2,Iraq,645,0,1,0,0,0,-99,0,-99
2019,259,IS,234,3,4,2,2,Iraq,645,0,1,0,0,2,-99,0,"2, 7"
2019,259,Iraq,116,1,4,2,2,Iraq,645,0,1,0,0,1,-99,0,"1, 3, 7"
2019,259,Jordan,120,2,4,2,2,Iraq,645,0,0,0,1,0,-99,0,-99
2019,259,Netherlands,30,2,4,2,2,Iraq,645,0,0,0,1,0,-99,0,-99
2019,259,Saudi Arabia,122,2,4,2,2,Iraq,645,0,0,0,1,0,-99,0,-99
2019,259,United Arab Emirates,128,2,4,2,2,Iraq,645,0,0,0,1,0,-99,0,-99
2019,259,United Kingdom,28,2,4,2,2,Iraq,645,0,1,0,0,0,-99,0,-99
2019,259,United States of America,3,2,4,2,2,Iraq,645,0,1,0,0,0,-99,0,-99
1989,260,Amal,239,3,4,2,2,Lebanon,660,0,0,0,1,0,0,0,-99
1989,260,France,33,2,4,2,2,Lebanon,660,0,0,0,1,0,0,0,-99
1989,260,LNM,237,3,4,2,2,Lebanon,660,0,0,0,1,0,0,0,-99
1989,260,Lebanese Army (Aoun),242,3,4,2,2,Lebanon,660,0,1,0,0,0,0,0,-99
1989,260,Lebanese Forces,243,3,4,2,2,Lebanon,660,0,1,0,0,0,0,0,-99
1989,260,Lebanese Forces - Hobeika faction,241,3,3,2,2,Lebanon,660,0,0,0,1,0,0,0,-99
1989,260,Lebanon,119,1,4,2,2,Lebanon,660,0,1,0,0,0,0,0,-99
1989,260,NUF,240,3,3,2,2,Lebanon,660,0,0,0,1,0,0,0,-99
1989,260,Syria,118,2,4,2,2,Lebanon,660,0,1,0,0,0,0,0,-99
1989,260,United States of America,3,2,4,2,2,Lebanon,660,0,0,0,1,0,0,0,-99
1990,260,Lebanese Army (Aoun),242,3,4,2,2,Lebanon,660,0,1,0,0,0,0,0,-99
1990,260,Lebanese Forces,243,3,4,2,2,Lebanon,660,0,0,0,1,0,0,0,-99
